nbjet,njjet,ptb1,ptb2,pta1,pta2,ptaa,etab1,etab2,etaa1,etaa2,etaaa,mbb,maa,mb1h,mbbh,met,ht,drbamin,drba1,dphiba1,dphibb,class,weight
1,0,62.3471,0,73.8279,66.6603,76.4273,0.366826,0,-0.393552,0.280667,-0.141558,5.93894,127.354,214.122,214.122,22.5528,263.688,2.09188,2.09188,1.94879,2.37966,4,3.0383e-09
1,2,74.7123,0,152.507,43.4048,152.412,1.65307,0,-0.679454,-1.10108,-0.959932,11.3198,127.853,455.538,455.538,19.484,455.779,1.5498,3.8442,3.05568,1.83459,4,3.0383e-09
1,0,42.8015,0,69.5816,51.0414,65.6574,-1.319,0,-0.514124,0.669881,-0.00858308,6.78334,125.807,214.063,214.063,12.5173,190.254,2.10054,2.52845,2.39692,0.132647,4,3.0383e-09
1,0,45.1333,0,74.2276,45.5115,38.8689,-0.756369,0,-0.87231,-1.82527,-2.39225,4.991,127.019,179.837,179.837,17.722,246.365,1.88798,1.88798,1.88442,1.46294,4,3.0383e-09
1,0,38.6357,0,86.1585,50.9809,56.7973,-2.55087,0,0.0934825,0.387949,0.480349,7.4415,126.352,323.593,323.593,5.06983,271.949,0.337584,3.49791,2.28971,2.6141,4,3.0383e-09
1,0,36.6011,0,66.1012,51.7992,51.4237,-2.87018,0,-2.16215,-1.18037,-2.64356,7.87187,121.779,188.228,188.228,9.04548,167.972,1.48863,2.25786,2.14398,2.77612,4,3.0383e-09
1,0,36.272,0,62.1181,37.4351,30.5353,1.39023,0,-0.181738,-1.84366,-2.13013,4.87707,130.47,254.624,254.624,6.44703,256.108,1.93715,3.44491,3.06534,0.893265,4,3.0383e-09
1,0,48.0148,0,78.8743,46.3143,38.3274,1.54896,0,1.36448,1.94907,2.7666,7.85722,124.449,177.597,177.597,6.31927,212.277,2.26012,2.28476,2.2773,0.0561791,4,3.0383e-09
1,2,65.7362,0,72.8215,21.1853,89.117,-0.828212,0,-1.04422,1.4393,-0.520101,8.26531,128.164,214.795,214.795,22.0533,419.665,1.965,1.965,1.95309,1.19051,4,3.0383e-09
1,2,31.5224,0,67.0164,59.4476,17.479,0.143566,0,-1.20466,-1.75111,-3.42347,3.48524,130.028,195.115,195.115,25.4643,385.426,1.3641,1.3641,0.207508,2.36147,4,3.0383e-09
1,1,30.3795,0,63.2578,55.5108,8.10648,1.78403,0,-1.47013,-0.979872,-3.86792,3.30065,122.071,303.452,303.452,11.0977,270.455,1.50982,4.05699,2.42272,2.07878,4,3.0383e-09
1,0,33.5571,0,84.5502,58.436,87.0918,-2.53454,0,-0.392096,-1.23059,-1.16155,4.72391,128.616,229.423,229.423,7.78239,343.933,0.433927,3.66181,2.96965,2.78376,4,3.0383e-09
1,0,58.7921,0,49.0338,29.7768,76.8238,-2.26235,0,0.130444,-2.47705,-1.53281,8.9652,131.539,237.889,237.889,30.595,277.404,1.72096,3.23239,2.17322,0.457211,4,3.0383e-09
1,1,75.608,0,135.116,45.0892,150.603,-0.387521,0,1.24891,0.245434,1.20006,8.1126,128.296,318.632,318.632,35.167,371.148,1.92279,3.50041,3.09434,1.14568,4,3.0383e-09
1,0,60.3386,0,74.1756,53.0297,35.6994,-2.95892,0,-0.520732,0.128799,-0.838072,7.07944,128.94,378.068,378.068,11.8167,253.746,1.71583,3.48926,2.49604,0.602708,4,3.0383e-09
2,1,34.7092,33.555,74.4005,27.5982,49.7736,1.97369,-0.380449,-0.159047,1.57241,0.909042,121.437,125.627,207.215,257.613,17.6204,285.982,0.619406,3.19343,2.37685,2.95534,4,3.0383e-09
1,1,34.9884,0,42.3992,32.7108,40.7896,2.01663,0,1.62558,-0.702221,1.411,3.1708,124.749,184.412,184.412,8.16801,244.321,0.408456,0.408456,0.117952,2.52357,4,3.0383e-09
1,0,32.1588,0,78.6825,49.0205,42.9109,1.41609,0,0.97222,0.517774,1.71744,5.5085,123.6,156.54,156.54,15.1845,232.22,0.7816,1.85513,1.80124,0.250227,4,3.0383e-09
1,0,33.0055,0,38.8268,27.9376,25.4582,-0.627345,0,-1.32709,1.2105,-0.877967,-4.76837e-07,124.284,161.611,161.611,21.0951,185.201,1.22817,2.87443,2.78796,1.27497,4,3.03841e-09
1,2,33.6192,0,34.1294,27.9479,51.5271,-2.21289,0,-1.92856,0.932892,-1.27394,5.42758,126.591,197.934,197.934,34.0852,241.626,0.754269,0.754269,0.698625,2.78119,4,3.0383e-09
1,0,55.7702,0,98.3542,45.8325,74.3871,0.577925,0,1.34174,1.59672,2.04879,3.97726,124.704,211.168,211.168,16.4476,278.639,1.92253,2.17172,2.03297,0.656054,4,3.0383e-09
1,0,68.5419,0,91.3079,68.5715,130.217,2.62971,0,0.803057,1.76624,1.4963,3.98862,121.971,291.933,291.933,14.3868,347.376,2.4587,3.39892,2.86636,0.453749,4,3.0383e-09
1,1,44.7913,0,103.455,35.6997,70.3316,-1.76201,0,0.0569265,-0.604475,-0.23977,4.82562,126.858,233.268,233.268,9.16155,283.339,0.639151,2.92426,2.28971,0.747914,4,3.0383e-09
1,0,32.9774,0,77.8382,54.3816,23.723,1.30376,0,0.57428,0.619212,1.96613,4.24582,130.107,171.806,171.806,16.4138,244.583,1.52025,2.83832,2.74298,1.84153,4,3.0383e-09
1,2,95.1081,0,65.3017,36.2716,29.757,-2.43024,0,1.05167,-0.440164,1.53108,7.0298,125.524,499.359,499.359,8.56853,372.367,1.39323,4.60498,3.01367,2.35569,4,3.0383e-09
1,0,31.9594,0,71.8902,45.4191,28.706,1.81153,0,-0.571109,-1.51505,-2.29954,5.1548,126.765,283.002,283.002,25.8621,331.861,2.51059,2.51059,0.791238,2.31477,4,3.0383e-09
1,0,61.2121,0,51.8554,47.8915,62.6059,-1.34513,0,-0.034776,-1.79343,-1.55579,9.98518,126.12,205.574,205.574,10.3717,228.379,2.05537,2.29265,1.88128,1.61134,4,3.0383e-09
1,2,50.5363,0,68.9012,40.3966,38.4122,-1.13847,0,-0.0741211,1.12888,1.0923,2.93607,122.509,207.916,207.916,12.4391,340.623,1.07629,1.07629,0.15988,0.035677,4,3.0383e-09
1,0,39.8163,0,99.4642,24.0576,92.7999,0.809314,0,-0.787201,0.904081,-0.624573,6.61568,123.636,212.206,212.206,31.5786,244.144,1.20779,3.45398,3.06286,2.30432,4,3.0383e-09
1,1,33.2015,0,45.8073,29.9675,29.1394,0.788041,0,-1.82455,0.433104,-2.16207,2.33962,124.157,190.985,190.985,4.76427,251.843,1.14205,2.68893,0.636172,0.775933,4,3.0383e-09
1,0,44.0472,0,113.69,24.5642,97.2471,0.178,0,-1.8062,-0.335356,-1.97897,5.98465,129.883,254.269,254.269,5.6276,273.045,1.12336,3.5232,2.91133,1.59581,4,3.0383e-09
1,0,77.605,0,108.991,20.3487,89.7602,-1.72556,0,-0.418224,-2.25657,-1.24549,7.39767,136.127,257.884,257.884,1.73998,304.217,0.623535,2.83336,2.51373,1.25451,4,3.0383e-09
1,1,50.8905,0,107.401,20.0813,87.5304,1.47122,0,-0.955322,-2.56447,-1.76676,6.23654,124.453,379.404,379.404,12.5228,282.188,3.62282,3.62282,2.69012,3.0613,4,3.0383e-09
1,1,51.3073,0,140.168,28.1976,129.299,1.60466,0,0.826168,-0.205296,0.849876,8.32885,127.357,240.238,240.238,17.511,299.207,1.12762,3.05868,2.95795,0.155155,4,3.0383e-09
1,1,31.0669,0,71.1249,58.9757,53.6063,1.43093,0,0.433112,0.859661,1.28007,2.27236,121.768,164.165,164.165,7.95731,225.173,0.904092,1.36722,0.9347,2.9666,4,3.0383e-09
1,0,36.3942,0,69.6937,42.0701,41.9527,-1.39081,0,0.125394,-1.20143,-1.08297,3.38094,129.213,185.71,185.71,3.53218,209.057,1.51572,3.48803,3.14125,0.332055,4,3.0383e-09
1,1,54.4511,0,69.6617,69.4508,71.1706,1.57059,0,0.377816,0.833711,1.07222,3.91943,123.734,215.034,215.034,79.2079,324.63,1.33069,2.63503,2.34961,0.828933,4,3.0383e-09
1,1,53.3221,0,149.9,46.6266,157.586,0.56899,0,-1.17953,-0.669625,-1.25646,7.52465,125.084,281.031,281.031,27.8677,403.285,0.67969,2.85695,2.25939,0.818686,4,3.0383e-09
2,3,125.971,35.269,179.419,32.2778,169.769,-2.47895,0.935816,-1.38214,-1.44279,-1.59088,373.538,126.553,383.283,598.126,19.0884,649.795,2.49266,3.25276,3.06226,2.00474,4,3.0383e-09
1,0,113.083,0,97.6351,31.7096,70.1586,-2.13403,0,-0.153194,-1.19271,-0.801648,7.04636,124.361,350.902,350.902,60.4764,297.354,1.91907,3.36579,2.72118,0.648239,4,3.0383e-09
1,0,46.8213,0,106.144,28.0421,84.1845,-1.65829,0,-0.393149,-1.54771,-1.05137,8.11181,123.885,211.677,211.677,25.5262,251.493,2.19183,2.99039,2.70959,0.535866,4,3.0383e-09
1,0,33.7085,0,53.0207,30.9617,27.6755,-2.3169,0,-1.71266,0.211224,-2.29253,4.18734,120.352,183.447,183.447,9.38263,203.296,1.96039,3.12377,3.06477,1.45667,4,3.0383e-09
1,0,42.6537,0,84.8973,67.8685,93.9276,-1.55491,0,0.0878821,-0.480971,-0.277958,4.19889,128.181,231.018,231.018,35.4109,348.122,2.06972,2.89512,2.38389,0.316042,4,3.0383e-09
1,0,69.0661,0,124.499,32.4666,92.0426,-0.305903,0,-1.62062,-1.11866,-2.03686,5.69903,131.174,265.386,265.386,15.7349,299.619,0.816468,3.31458,3.04269,2.29362,4,3.0383e-09
1,1,93.4726,0,131.906,59.8032,148.66,0.0274057,0,0.836155,0.313985,0.85269,2.99907,129.818,276.096,276.096,7.31623,476.517,1.88981,1.88981,1.70801,0.804473,4,3.0383e-09
1,0,52.6576,0,85.053,46.7005,41.039,1.78699,0,-0.602462,-0.968637,-1.68676,8.35811,127.332,329.022,329.022,22.1771,246.204,1.37685,3.76363,2.90783,0.976984,4,3.0383e-09
1,0,37.8182,0,86.3639,45.0399,53.1823,0.666102,0,0.526497,0.0114866,0.812408,4.35079,124.472,174.115,174.115,4.48695,213.487,1.45687,2.55817,2.55435,0.326171,4,3.0383e-09
1,0,53.1694,0,128.873,25.6248,104.58,-2.94498,0,-0.803336,-1.64212,-1.30543,8.51231,124.079,301.197,301.197,32.2102,261.966,1.70981,3.51971,2.79315,0.162594,4,3.0383e-09
1,0,46.5506,0,68.9915,55.883,17.7934,2.64161,0,2.16886,1.97309,4.01906,7.25834,124.199,175.231,175.231,11.8298,236.22,2.0112,2.83136,2.79161,0.93371,4,3.0383e-09
1,0,34.7486,0,57.4925,49.9521,41.176,-1.80863,0,-0.349527,1.00777,0.839936,3.841,126.505,229.296,229.296,10.369,230.446,1.01991,2.4547,1.97397,0.23615,4,3.0383e-09
1,0,54.8151,0,55.112,47.0947,36.5512,1.82886,0,-0.877771,0.551837,-0.695122,6.9286,124.025,273.396,273.396,8.87279,225.663,1.02465,3.62796,2.41583,1.88722,4,3.0383e-09
1,0,66.4578,0,90.0521,39.8297,63.7872,-1.5017,0,-1.27635,-0.562428,-1.71994,6.87091,121.275,208.279,208.279,3.61668,207.876,1.70243,2.75148,2.74224,0.538437,4,3.0383e-09
1,1,44.3263,0,33.0567,25.2935,58.0926,1.37945,0,0.938727,-2.08638,-0.957428,4.6803,124.977,229.106,229.106,19.1751,246.199,1.26438,1.26438,1.18508,1.04434,4,3.0383e-09
1,0,51.1784,0,68.2821,63.0051,58.2507,1.89024,0,-1.31311,-0.783161,-1.80498,7.96466,122.801,388.263,388.263,14.5154,331.384,2.21756,4.4028,3.02047,1.47573,4,3.0383e-09
1,0,53.6776,0,82.4641,51.3545,49.6084,-0.573897,0,-2.2822,-2.24213,-3.25004,2.96387,124.311,247.05,247.05,4.3636,242.661,2.25461,2.80739,2.22781,2.0363,4,3.0383e-09
1,0,85.0975,0,114.815,46.842,100.352,-1.59945,0,-1.73385,-1.95834,-2.26413,19.0137,127.806,250.113,250.113,15.2111,351.215,1.68585,2.55285,2.54931,2.28911,4,3.0383e-09
1,1,37.3459,0,78.1834,59.7522,76.0506,-1.62292,0,-0.0375915,-0.927929,-0.791632,6.06289,131.137,192.197,192.197,11.7414,299.117,1.36573,1.70814,0.635984,2.64381,4,3.0383e-09
1,0,117.615,0,89.6838,39.0342,71.0354,2.42065,0,0.674464,1.50992,1.4877,13.6225,118.791,322.848,322.848,32.5872,328.262,0.85713,3.49866,3.03175,2.72251,4,3.0383e-09
1,0,82.668,0,137.477,29.8291,119.751,0.950937,0,-0.233246,0.026211,-0.260712,10.9234,118.02,283.263,283.263,13.6183,367.44,0.785344,2.81247,2.55102,1.80111,4,3.0383e-09
1,1,30.5963,0,56.1132,29.7277,31.5926,-0.177448,0,1.34612,-0.66104,1.65204,4.55821,125.191,159.155,159.155,4.43511,232.264,1.91909,2.1899,1.57303,2.94152,4,3.0383e-09
1,0,36.2413,0,32.977,21.1132,47.4429,-2.28787,0,1.73833,-1.36309,0.952352,3.68527,121.618,295.787,295.787,6.76244,130.052,1.4278,4.89692,2.78738,2.04142,4,3.0383e-09
1,0,71.2774,0,89.6966,30.1832,114.06,-1.23298,0,-0.00574693,2.0377,0.876751,7.06447,131.113,336.794,336.794,4.46611,300.905,2.9674,2.9674,2.70173,1.1424,4,3.0383e-09
1,0,42.9344,0,102.234,56.4426,102.6,-0.315525,0,-0.0974614,0.111048,-0.0360439,4.16873,122.078,193.872,193.872,9.63929,379.58,0.514188,2.92583,2.9177,2.02383,4,3.0383e-09
1,0,35.9625,0,82.5396,53.6634,40.2121,-0.266214,0,1.55182,1.49852,2.70765,4.32672,130.18,212.557,212.557,41.1386,299.306,1.81905,1.81905,0.060833,1.28737,4,3.0383e-09
1,0,52.6084,0,91.8915,50.8329,89.8846,-1.0126,0,0.864944,0.0409206,0.896747,2.48333,125.085,246.373,246.373,20.5326,340.546,1.26069,3.19437,2.58434,1.95982,4,3.0383e-09
1,0,92.1522,0,102.027,60.3975,102.069,1.57435,0,2.80366,2.79904,3.26428,4.06858,126.348,297.413,297.413,4.08077,326.203,1.87377,3.23698,2.99447,3.09851,4,3.0383e-09
1,0,45.7266,0,88.0624,83.6421,119.144,1.08938,0,-0.186627,0.0173395,-0.126234,7.46443,124.878,231.97,231.97,16.8085,318.567,0.200154,2.33524,1.9558,2.91826,4,3.0383e-09
1,0,42.8591,0,61.5679,54.0331,55.5198,0.0501978,0,0.565319,-0.616404,0.0222157,7.403,124.472,179.221,179.221,7.32294,219.258,1.17397,2.39219,2.33607,2.91823,4,3.0383e-09
1,0,74.3494,0,84.8381,30.1882,83.0368,2.1033,0,1.7336,0.0672875,1.76199,5.99029,123.501,241.947,241.947,1.89603,234.091,1.87908,2.93334,2.90995,2.18499,4,3.0383e-09
2,0,38.7388,38.3339,72.3181,36.7663,91.5656,1.32444,1.12978,0.338644,2.17916,1.4545,18.1643,123.975,187.141,231.846,14.8783,299.08,2.46314,2.91959,2.74813,0.390087,4,3.0383e-09
1,0,34.7715,0,64.7907,60.9349,10.5057,0.35613,0,-1.936,-1.94436,-4.40153,2.10743,125.287,242.775,242.775,1.543,224.05,2.70758,2.70758,1.44123,2.00403,4,3.0383e-09
1,0,79.3463,0,98.791,27.9295,73.1562,-2.16834,0,0.216823,1.58784,1.00965,11.2225,129.452,454.578,454.578,7.23763,302.93,3.51705,3.51705,2.58469,1.364,4,3.0383e-09
1,2,30.5583,0,91.5045,64.3924,113.877,2.08613,0,0.0257759,0.639002,0.396657,4.00503,116.713,197.408,197.408,25.4692,371.29,0.0588972,2.37473,1.1808,1.12784,4,3.0383e-09
1,1,79.4004,0,112.5,36.4699,92.9949,-0.852761,0,-0.248767,-1.03967,-0.7243,8.36829,127.464,240.639,240.639,18.1464,374.564,1.81577,3.13278,3.074,0.5586,4,3.0383e-09
1,0,43.0458,0,80.2274,26.6926,53.7336,-2.0966,0,-1.08944,0.470066,-1.31382,5.16435,122.056,212.932,212.932,3.25056,197.305,1.25779,3.2809,3.12249,2.53208,4,3.0383e-09
1,0,30.0178,0,67.3722,46.2392,30.3795,2.8042,0,0.978703,-0.0507345,1.63102,5.86435,124.852,233.504,233.504,4.2772,185.497,0.824096,3.01458,2.39902,1.95866,4,3.0383e-09
1,0,40.9836,0,75.2458,65.1422,70.0605,2.38602,0,1.32946,1.738,2.1982,6.24879,125.02,193.142,193.142,8.40098,261.293,2.04343,2.04343,1.74909,1.80544,4,3.0383e-09
1,0,51.2669,0,70.582,38.7275,31.8896,-0.626575,0,1.63264,0.355453,2.47316,3.60941,126.612,233.256,233.256,19.086,257.199,1.80892,2.32143,0.533823,0.862727,4,3.0383e-09
1,0,94.8812,0,68.1803,47.7685,94.5548,2.69013,0,2.35761,0.781496,2.14475,17.8113,120.058,276.073,276.073,8.43802,333.451,2.24662,2.24662,2.22187,0.54619,4,3.0383e-09
1,0,40.2682,0,66.0627,50.0128,77.1654,0.481744,0,-1.51624,-0.199964,-1.43751,4.64271,118.824,212.583,212.583,8.38627,231.888,0.758556,2.94584,2.16472,3.14108,4,3.0383e-09
1,0,45.9919,0,70.1419,62.2251,65.1621,-0.306879,0,1.29105,0.291625,1.48391,6.22232,134.2,217.875,217.875,5.82306,214.617,1.35054,2.86837,2.38205,2.77849,4,3.0383e-09
1,0,77.2997,0,60.1854,44.742,69.594,-1.99977,0,-1.25535,0.336049,-0.999207,8.65113,120.634,271.093,271.093,11.7396,260.48,2.63383,2.63383,2.52644,1.93948,4,3.0383e-09
1,1,35.9426,0,67.3894,43.1114,33.1325,-1.23696,0,-0.303803,-1.3832,-1.83683,5.35301,121.816,165.643,165.643,5.30582,212.554,0.607703,3.05116,2.90495,2.85192,4,3.0383e-09
1,0,37.6528,0,58.2895,52.56,57.3137,-1.89252,0,-0.520085,-2.04418,-2.10313,6.54002,132.695,187.711,187.711,9.45311,205.238,2.60361,2.47521,2.05988,0.55156,4,3.0383e-09
1,1,33.3447,0,62.0089,56.493,8.78637,-0.718278,0,1.40683,2.03157,4.32134,5.36294,124.007,249.486,249.486,6.40959,227.758,2.29241,2.44375,1.20658,2.88143,4,3.0383e-09
1,0,82.4145,0,99.7266,24.9827,121.945,-2.96265,0,-1.34541,0.782022,-1.07021,6.54845,130.028,408.949,408.949,7.1167,374.569,1.62901,3.42528,3.01945,1.30542,4,3.0383e-09
1,1,88.4487,0,72.6527,52.2488,37.8702,0.177402,0,0.739855,0.439963,1.52104,14.2971,120.458,204.465,204.465,3.33406,348.206,1.28149,1.28149,1.15146,0.372773,4,3.0383e-09
1,1,35.7066,0,72.9683,51.1277,22.0571,1.62616,0,-0.949313,-0.218994,-2.12943,2.7127,130.358,248.811,248.811,15.1704,240.889,2.60491,2.60491,0.390492,0.310772,4,3.0383e-09
1,0,36.1054,0,69.5041,63.7003,39.3405,2.85502,0,1.16752,1.2537,2.34514,6.83215,127.392,212.084,212.084,15.3738,222.7,2.03544,2.802,2.23686,0.569554,4,3.0383e-09
1,0,32.9209,0,62.3539,46.9983,73.5436,1.81151,0,2.96111,1.46253,2.94441,4.25953,120.241,144.086,144.086,15.8279,266.799,1.16522,1.16522,0.190103,0.393154,4,3.0383e-09
1,0,33.6752,0,77.7837,32.5357,52.1765,-1.73789,0,-0.59877,0.887439,-0.312877,4.26821,127.066,208.293,208.293,6.27738,194.332,1.39381,3.10809,2.89182,1.34739,4,3.0383e-09
1,1,69.6372,0,94.8116,63.3883,108.528,-0.319915,0,-0.281265,0.169845,-0.148741,5.33033,120.386,223.679,223.679,27.7906,341.925,1.90464,1.90464,1.90425,0.674525,4,3.0383e-09
1,0,34.0803,0,67.1242,46.1641,45.595,2.61236,0,1.43509,0.170216,1.84638,5.28544,128.103,211.854,211.854,17.4382,315.578,1.49559,3.27274,3.05366,2.80844,4,3.0383e-09
1,0,46.4347,0,68.2502,49.5118,35.2108,-0.209557,0,1.14081,1.903,2.69016,5.6436,121.194,213.341,213.341,16.8009,322.513,1.37138,1.37138,0.23913,0.897963,4,3.0383e-09
1,0,78.7623,0,89.3538,45.4354,69.3409,-1.09282,0,-1.75731,-1.22343,-2.23948,11.1604,120.602,223.681,223.681,24.5814,260.968,1.67341,2.43498,2.34256,2.11055,4,3.0383e-09
1,1,40.4393,0,117.776,48.2387,109.165,-0.374932,0,-1.05036,-0.707541,-1.29716,4.53214,127.743,201.191,201.191,9.82117,350.278,0.914808,3.19576,3.12357,1.78238,4,3.0383e-09
2,1,80.1542,60.4444,77.7694,41.1672,45.4208,-1.9198,0.478737,-0.374045,0.570975,-0.109177,238.819,123.131,284.016,400.697,46.9253,379.949,1.42812,1.57994,0.326851,1.86951,4,3.0383e-09
1,0,227.047,0,213.455,22.6294,216.694,-1.91589,0,0.909891,-0.255821,0.880087,17.7702,126.971,981.642,981.642,8.11704,500.481,1.05329,4.13585,3.01997,0.761967,4,3.0383e-09
1,2,58.2058,0,63.9652,57.4175,20.5055,2.30958,0,2.07618,1.50115,3.59594,6.71945,124.746,186.257,186.257,5.60651,376.064,1.53371,2.1103,2.09735,1.68063,4,3.0383e-09
1,0,32.3489,0,80.2453,41.8346,48.1484,-2.61954,0,0.236972,-0.692541,-0.249739,4.81045,125.302,270.999,270.999,9.98785,177.442,1.51888,4.20665,3.08807,1.58779,4,3.0383e-09
2,2,144.72,74.4078,77.6206,73.518,99.0101,-2.24069,1.99544,-0.0688472,-0.78583,-0.652221,851.186,126.891,428.363,1024.54,18.2356,676.454,3.02612,3.79965,3.11776,0.211495,4,3.0383e-09
1,1,56.4348,0,86.9997,62.7922,72.7656,1.14895,0,-0.876694,-0.892687,-1.47212,6.38422,130.936,300.728,300.728,16.0134,295.992,2.80773,2.80773,1.94425,2.13083,4,3.0383e-09
1,1,48.9238,0,65.169,27.0839,73.108,1.21499,0,-0.211131,-2.4931,-1.61533,6.99875,130.79,299.924,299.924,26.7934,309.373,3.00214,3.00214,2.64178,1.91017,4,3.0383e-09
1,1,35.7656,0,56.4138,45.9959,12.4441,0.142034,0,-2.73701,-1.44741,-4.43751,3.36148,123.615,243.393,243.393,17.1994,252.261,1.96195,2.89004,0.251865,1.69895,4,3.0383e-09
1,0,33.0265,0,45.8876,43.6018,63.3862,-2.23389,0,0.302958,-1.84514,-1.39788,3.74831,131.781,209.273,209.273,15.9446,164.248,2.37137,3.29409,2.10128,1.12429,4,3.0383e-09
1,0,47.0698,0,123.659,40.8371,106.074,2.8305,0,0.986161,1.53193,1.52732,5.2823,131.716,261.742,261.742,20.2121,399.061,1.34343,3.11928,2.51561,2.64752,4,3.0383e-09
1,0,48.4167,0,99.0875,58.5176,101.333,-1.42985,0,-0.16305,-0.659809,-0.542431,6.30921,126.616,227.217,227.217,23.4398,260.644,1.3628,2.70099,2.38549,0.875093,4,3.0383e-09
1,0,33.0917,0,103.924,54.9893,157.281,-0.291145,0,1.34074,-0.129233,0.970972,4.08748,123.509,218.487,218.487,68.3277,404.705,2.48779,3.50035,3.09668,0.400414,4,3.0383e-09
1,1,33.9261,0,82.4967,50.6473,48.9184,-0.873249,0,0.388524,0.637812,1.12505,5.24098,124.881,180.075,180.075,12.1457,302.729,0.931091,1.94663,1.48233,0.636169,4,3.0383e-09
1,0,42.8622,0,54.5338,20.1908,34.4934,2.45666,0,1.33392,-1.14838,1.42668,7.84103,124.348,241.481,241.481,17.4195,191.509,3.23379,3.23379,3.03263,2.16727,4,3.0383e-09
1,0,31.1197,0,54.9354,41.6824,28.4936,-1.36789,0,-1.10247,-2.69287,-3.2853,3.77318,125.074,158.535,158.535,8.8993,189.611,1.12273,1.12273,1.09091,0.0274649,4,3.0383e-09
1,1,34.3981,0,90.9674,35.0607,56.9166,-2.40644,0,-0.136954,-0.967976,-0.818813,4.98201,122.376,218.802,218.802,19.8381,368.611,1.63685,2.33217,0.537082,2.16942,4,3.0383e-09
1,0,35.0423,0,71.7276,61.8649,66.5033,-1.4882,0,2.1349,1.48447,2.56218,5.99663,123.97,395.939,395.939,4.81759,261.847,1.84434,4.10779,1.93574,1.14391,4,3.0383e-09
1,0,39.4787,0,69.4191,59.5062,48.7875,-2.86861,0,0.558375,-0.211966,0.548103,5.28064,129.679,372.415,372.415,40.8927,245.849,1.89519,3.92105,1.90538,0.114434,4,3.0383e-09
1,0,51.1955,0,60.5539,37.773,39.1866,1.57541,0,-0.964786,0.737057,-0.850336,6.99601,128.525,244.002,244.002,8.56776,263.675,1.12376,3.06413,1.71357,2.44523,4,3.0383e-09
1,0,46.0781,0,88.2813,47.9115,56.0429,-0.666511,0,0.873432,0.933879,1.63873,3.35361,124.19,227.297,227.297,6.14168,233.758,1.68025,3.29597,2.9141,1.47871,4,3.0383e-09
1,1,70.1902,0,84.8046,23.29,103.918,0.584116,0,-0.0469794,2.22522,0.871945,8.37648,127.667,230.91,230.91,31.1949,328.399,0.0512754,2.99544,2.92821,2.94875,4,3.0383e-09
1,0,46.0529,0,67.6343,63.0644,87.5191,0.513073,0,1.65325,0.500326,1.57834,6.82656,125.494,192.628,192.628,41.7574,272.52,1.38743,3.17928,2.96779,2.58633,4,3.0383e-09
1,0,51.7474,0,58.8038,23.4113,50.287,-0.558774,0,1.44822,-0.92075,1.37869,4.4017,127.74,217.062,217.062,6.5411,162.286,1.75709,3.56566,2.94719,0.297616,4,3.0383e-09
1,1,32.8074,0,81.6863,53.8651,101.977,-1.19424,0,-0.32859,-1.61034,-1.21507,5.11996,127.472,183.406,183.406,12.166,315.076,2.27442,2.27442,2.10324,2.01269,4,3.0383e-09
