nbjet,ptb1,ptb2,pth,etab1,etab2,etah,mbb,mb1h,mbbh,mt4,dphibb,class,weight
0,9.92535,7.21889,12.7171,0.907737,3.88131,-2.47631,11.5785,147.643,318.026,36.2814,1.49325,2,-9.29389e-06
0,59.7238,27.6078,62.6516,1.47314,2.80902,2.94663,41.0903,207.85,246.958,56.9266,1.69358,2,-9.29389e-06
0,12.0117,8.09109,20.0734,-2.21151,-1.99786,-3.61919,84.8421,139.907,149.441,37.1885,0.110209,2,9.29389e-06
0,29.9627,15.0625,44.6518,0.264354,0.313466,2.37674,9.86303,177.759,199.302,44.6975,0.273225,2,9.29389e-06
0,12.0868,5.94272,12.2824,2.35728,2.07837,4.52228,11.3102,138.439,146.542,36.5076,1.78509,2,9.29389e-06
0,31.6112,10.967,32.3587,0.471992,-0.199222,-2.25298,16.8905,190.942,204.457,43.2367,1.67549,2,9.29389e-06
0,17.5294,12.2788,16.9603,-0.77032,2.96098,2.87131,32.2574,172.326,224.323,39.3421,1.97777,2,-9.29389e-06
0,4.24339,4.00364,7.07444,2.83618,0.138036,-4.27495,96.4975,234.01,242.826,34.3817,1.08008,2,-9.29389e-06
0,80.7526,11.1686,80.9842,1.34877,-0.435933,0.0364625,20.8076,277.906,295.345,60.4737,1.6192,2,-9.29389e-06
0,19.9587,11.0487,11.6485,0.228958,3.24431,4.53129,77.0104,185.421,209.594,39.4949,2.63079,2,-9.29389e-06
0,9.02372,1.17001,9.38634,2.09748,4.06204,3.83255,71.2875,137.642,146.76,35.0496,1.31674,2,9.29389e-06
0,37.6457,32.0186,67.942,-0.430853,1.15628,0.828218,12.4721,188.826,235.79,53.1348,0.447144,2,-9.29389e-06
0,5.80448,3.70265,9.47729,-0.56926,-4.92348,-4.49558,63.6596,141.541,178.192,34.6606,0.162536,2,-9.29389e-06
0,8.18034,2.20954,5.99056,-0.83795,-1.11085,-4.19193,48.8591,135.573,141.73,34.9009,3.02716,2,9.29389e-06
0,40.8903,4.53842,37.0792,-2.24561,-2.78755,-2.05709,13.226,199.232,210.309,44.4943,2.5985,2,9.29389e-06
0,10.2139,8.41642,13.8727,-1.12975,1.714,2.78655,30.0171,158.515,173.262,36.6358,1.47005,2,-9.29389e-06
0,35.7996,17.1971,32.9558,0.945298,6.02211,2.08059,39.3774,164.508,711.489,45.7872,1.9812,2,-9.29389e-06
0,2.57418,0.936142,3.49788,1.83572,1.87077,5.16745,317.179,130.788,137.966,33.7444,0.190444,2,9.29389e-06
0,3.58382,3.46616,6.99376,0.699839,4.25743,4.94903,9.76134,139.812,156.416,34.1887,0.252801,2,-9.29389e-06
0,75.0006,11.0718,75.9039,1.64574,-2.50231,3.08697,30.4232,236.986,579.184,58.3407,1.56253,2,-9.29389e-06
0,18.0721,4.71104,14.7396,-1.64602,1.6573,-1.02341,229.527,164.222,182.536,37.77,2.45357,2,-9.29389e-06
0,27.2683,2.1081,28.1302,-0.438063,1.77553,3.04858,50.7515,209.758,214.832,40.2046,1.18464,2,-9.29389e-06
0,11.0706,10.7611,12.8361,-0.138487,-2.66977,-3.03873,24.9858,140.85,172.517,37.3333,1.88482,2,-9.29389e-06
0,8.88098,3.5251,8.26376,-1.46559,-5.69203,-3.89977,42.03,135.263,240.893,35.2612,1.94709,2,-9.29389e-06
0,9.19672,6.68055,10.543,-0.201,-0.358018,3.62649,52.3869,146.383,163.214,35.9544,1.71826,2,9.29389e-06
0,11.6929,3.43594,10.7809,3.02203,-0.382029,2.96707,15.0859,173.731,184.844,35.9369,1.9845,2,-9.29389e-06
0,16.9647,11.565,8.17916,-0.341396,2.02947,-5.06704,42.5768,180.855,388.325,38.8195,2.6994,2,-9.29389e-06
0,15.1594,7.69753,20.3068,0.402404,1.65252,2.62212,50.7509,144.541,155.419,37.858,1.01413,2,9.29389e-06
0,12.2445,4.87868,16.1049,4.56331,0.258094,3.08933,20.0622,252.009,269.419,36.4495,0.771589,2,-9.29389e-06
0,37.2756,20.3069,43.9847,0.100187,-2.3534,1.17821,80.3815,170.892,290.681,47.7214,1.48295,2,-9.29389e-06
0,4.89981,0.907371,5.36323,-0.472838,2.2497,5.94794,94.0477,188.09,199.604,34.1228,1.11265,2,-9.29389e-06
0,22.3085,2.68542,23.2088,-3.54446,3.25213,-1.88443,12.1861,270.276,377.4,38.8048,1.28512,2,-9.29389e-06
0,24.4843,4.39329,20.2523,2.23258,0.907221,2.93131,232.05,162.938,170.938,39.4714,2.89509,2,-9.29389e-06
0,28.6902,6.32001,27.7438,-1.8401,-0.464564,2.06677,32.0618,259.288,267.973,41.2251,1.83115,2,-9.29389e-06
0,21.7461,5.30809,18.256,-3.02847,1.4981,2.58046,33.9556,385.481,402.038,38.89,2.38444,2,-9.29389e-06
0,4.34654,1.35807,4.17413,1.85428,3.75101,4.83114,106.065,131.378,138.721,34.0402,1.85528,2,9.29389e-06
0,6.83928,0.839533,6.12501,2.19636,3.63545,4.18619,11.7415,135.716,141.318,34.5094,2.62145,2,9.29389e-06
0,10.9106,9.3335,1.61383,-3.55128,-2.00216,-4.82824,11.3482,196.243,209.476,36.81,3.10768,2,-9.29389e-06
0,16.2414,7.2164,12.8669,2.11661,1.25166,2.69038,29.3835,158.206,167.114,37.7706,2.26685,2,9.29389e-06
0,17.8462,10.3986,28.187,2.40496,2.18166,2.65955,25.034,157.523,171.926,39.4814,0.13267,2,9.29389e-06
0,17.7902,3.28292,20.4759,3.24219,-3.93811,2.77095,10.4434,190.86,418.931,37.6678,0.663977,2,9.29389e-06
0,7.10951,6.31722,13.2936,-0.168039,-0.189466,1.60272,276.977,134.625,143.108,35.4912,0.282412,2,9.29389e-06
0,114.209,5.22526,118.802,0.189027,3.78077,0.429514,9.36341,287.131,365.453,73.4246,0.507887,2,-9.29389e-06
0,20.7567,10.1372,11.7809,-0.114326,-1.14626,-3.09179,143.939,152.35,164.251,39.4834,2.78814,2,9.29389e-06
0,53.5598,0.240603,53.3225,2.42015,5.80944,3.33449,33.8352,189.655,194.715,48.5599,2.97522,2,9.29389e-06
0,15.2782,8.79721,21.7843,1.17189,3.28803,2.64673,24.7157,142.661,180.827,38.188,0.915832,2,-9.29389e-06
0,20.637,17.4504,36.6649,0.722889,1.47571,-2.00358,33.2514,177.19,240.289,42.3617,0.550307,2,9.29389e-06
0,3.46416,2.18678,4.89977,2.81254,2.8157,3.88121,20.197,137.703,145.773,33.9785,1.07367,2,9.29389e-06
0,16.3692,12.9801,10.0604,-2.20164,2.01623,2.85205,9.80352,226.786,270.453,39.0416,2.47974,2,-9.29389e-06
0,9.81868,8.03002,7.00379,-1.46581,-0.355187,-3.24598,121.862,138.404,148.644,36.3187,2.35918,2,-9.29389e-06
0,14.4029,5.2547,9.22477,-2.57121,-3.76134,-4.6657,21.9011,141.746,155.767,36.856,3.00519,2,9.29389e-06
0,6.37706,3.92239,8.83956,2.0997,6.18026,3.92573,22.5022,134.269,286.768,34.7981,1.11355,2,-9.29389e-06
0,9.36576,0.890039,10.2476,2.87842,-2.2669,-3.57768,47.4108,288.839,294.037,35.1277,0.141772,2,-9.29389e-06
0,6.75081,4.25689,10.9202,0.0514476,-3.61987,-2.47915,42.2713,134.696,178.245,34.9717,0.259185,2,-9.29389e-06
0,18.0346,3.69399,19.8138,0.247794,0.67467,-0.718362,36.6372,146.194,152.895,37.7629,1.15601,2,9.29389e-06
0,9.966,5.97226,6.24146,0.405921,3.10859,-2.85814,14.5497,139.28,214.623,35.9125,2.5094,2,-9.29389e-06
0,21.8661,2.96884,20.6916,-0.760883,0.998685,-2.32702,34.0353,149.013,160.022,38.6249,2.04077,2,9.29389e-06
0,9.26246,2.97918,8.50441,0.380181,3.87821,4.16092,24.5364,142.815,159.892,35.2714,1.98762,2,-9.29389e-06
0,16.2928,15.7793,30.6152,1.74853,1.28263,1.81372,33.5414,153.611,172.371,40.5123,0.605207,2,9.29389e-06
0,15.9927,4.51866,18.0484,0.177204,-1.50626,-1.20259,15.3746,143.961,153.982,37.3414,1.22079,2,9.29389e-06
0,34.7771,6.17317,37.381,1.59505,-0.8282,-1.70965,20.9802,252.986,262.215,43.3084,1.21445,2,-9.29389e-06
0,35.3831,6.54668,41.0902,0.337058,0.643383,1.99063,50.4347,172.804,181.237,43.8121,0.555681,2,9.29389e-06
0,38.5752,11.7526,28.4667,0.0692417,-3.47995,-1.60841,15.1773,171.701,274.1,44.915,2.68999,2,9.29389e-06
0,9.12593,5.30025,13.2196,1.20953,4.50613,3.19563,129.416,135.816,202.279,35.7282,0.856353,2,-9.29389e-06
0,12.8931,2.58451,13.4152,0.735803,-6.48038,-3.23405,39.8205,163.611,378.245,36.1649,1.46471,2,-9.29389e-06
0,25.1455,8.27459,32.6485,-1.73107,-1.94207,-2.05078,215.511,162.688,175.394,41.0525,0.500169,2,9.29389e-06
0,68.9922,15.6992,70.1746,0.140518,1.71136,1.52608,12.7518,226.828,251.96,57.2121,1.60862,2,9.29389e-06
0,25.4702,12.9707,26.7047,2.66084,1.62233,2.56102,74.8709,181.589,195.954,41.8638,1.7286,2,-9.29389e-06
0,40.9482,4.55181,45.3662,-3.18301,-1.39613,-1.3124,36.2215,308.068,314.801,45.1596,0.256078,2,-9.29389e-06
0,44.1054,3.66339,47.7681,1.48607,3.95867,2.1556,42.8542,179.387,204.872,46.0059,0.0202037,2,9.29389e-06
0,7.02302,2.68578,6.1984,1.04808,-5.74578,-1.73167,41.1064,138.173,358.6,34.7119,2.0717,2,-9.29389e-06
0,14.3157,4.14787,18.1487,-3.06746,-0.596737,-4.29777,132.838,144.215,166.532,36.88,0.444256,2,9.29389e-06
0,24.7105,8.18255,32.0028,1.61853,1.37934,3.21245,34.6347,154.549,165.466,40.885,0.541112,2,9.29389e-06
0,67.4912,12.4987,76.086,-1.65064,1.30856,-0.974825,13.9441,241.943,296.012,56.8233,0.877802,2,-9.29389e-06
0,7.54944,4.45495,11.3394,1.77545,-1.58548,1.776,124.215,143.057,159.358,35.1832,0.693168,2,-9.29389e-06
0,76.9586,11.2154,85.4083,0.956439,-1.60271,0.712088,31.8187,235.487,283.306,60.1504,0.76426,2,-9.29389e-06
0,13.385,2.05013,13.1235,2.76578,3.99978,4.44171,100.53,141.541,148.456,36.213,1.7751,2,9.29389e-06
0,21.1971,9.86587,15.332,0.0645961,3.45749,2.49406,14.3635,150.876,222.403,39.625,2.41127,2,-9.29389e-06
0,15.1513,4.50946,11.0161,1.85788,-2.37006,1.14486,82.0877,164.728,197.336,36.9351,2.79543,2,-9.29389e-06
0,16.0393,8.67733,23.7143,0.508866,3.36027,1.12182,70.0701,144.067,219.646,38.4305,0.599528,2,9.29389e-06
0,106.55,11.0313,104.218,-1.17643,-2.87243,-1.69201,48.7344,269.595,297.978,70.3349,1.83473,2,9.29389e-06
0,22.0789,8.51165,30.3339,-2.19188,-2.55907,-4.08529,85.6185,153.121,163.112,40.2106,0.289469,2,-9.29389e-06
0,12.5609,8.72909,21.1959,0.81676,-0.246796,3.38143,11.5202,144.514,172.062,37.503,0.191254,2,-9.29389e-06
0,11.6857,6.02211,11.7598,-1.7057,-6.61534,-4.93382,15.2216,143.208,273.322,36.4147,1.81866,2,-9.29389e-06
0,7.76011,5.9916,11.0059,3.22978,-1.30595,3.49812,105.03,153.733,193.851,35.509,1.29847,2,-9.29389e-06
0,15.1795,4.33613,16.7796,2.63666,-1.23701,0.295718,67.2708,204.936,218.866,37.0709,1.32262,2,-9.29389e-06
0,81.8077,2.50929,83.3696,-0.603206,2.60711,0.58459,58.6248,256.094,273.342,59.3524,0.910873,2,-9.29389e-06
0,16.9464,2.9303,18.576,-0.978626,-1.45263,-0.869805,70.7647,149.118,155.889,37.3411,1.05134,2,9.29389e-06
0,21.062,10.0638,28.3081,2.81719,4.19978,0.47367,13.5482,239.807,368.609,40.1941,0.921066,2,-9.29389e-06
0,58.5176,10.8289,48.4274,1.16082,-1.788,-1.76266,27.0971,289.361,316.92,51.1268,2.80529,2,-9.29389e-06
0,18.8536,15.7801,34.5731,-0.98697,1.50325,-1.45614,115.912,149.981,206.059,41.3816,0.11888,2,-9.29389e-06
0,29.0191,5.60965,34.2739,-0.86189,-5.40498,-2.41773,55.7519,160.17,301.902,41.5584,0.390065,2,-9.29389e-06
0,6.64119,4.85173,10.6471,0.267101,2.59396,3.69302,123.956,138.234,148.814,35.048,0.782125,2,-9.29389e-06
0,45.9898,14.6775,35.2152,2.53569,2.06445,3.26049,20.6212,180.839,196.885,47.8646,2.51099,2,-9.29389e-06
0,11.8327,7.83218,19.6032,0.473804,-1.49047,1.01913,52.3775,139.382,160.985,37.0722,0.161736,2,-9.29389e-06
0,100.587,0.493088,101.074,-1.10114,3.68028,-0.106458,24.0164,295.343,311.77,66.5123,0.164737,2,-9.29389e-06
0,15.8771,7.84187,23.6909,-1.03053,-0.705896,-2.36175,78.7653,143.666,153.254,38.2078,0.103457,2,9.29389e-06
0,57.2513,17.1808,40.4927,-2.02345,3.36936,-0.32267,10.7806,269.848,601.958,51.6525,2.95536,2,-9.29389e-06
0,54.9649,5.50184,51.4656,1.00392,-1.59027,-0.848372,467.166,228.396,243.775,49.3736,2.29939,2,-9.29389e-06
0,14.0619,10.7936,15.3983,-0.718966,-0.330974,3.34902,68.1367,173.481,196.259,38.1147,1.8277,2,9.29389e-06
0,14.2102,7.79738,8.82984,1.89164,1.288,3.09064,22.1725,149.253,158.921,37.3211,2.55666,2,9.29389e-06
0,15.6197,13.3971,28.4461,0.0731743,0.673541,1.85509,23.7031,146.301,161.097,39.6579,0.39849,2,9.29389e-06
0,33.0833,15.366,43.3537,-2.18137,-1.66944,1.87167,13.9454,338.897,378.967,45.4344,1.00048,2,-9.29389e-06
0,20.1579,4.08099,21.3016,1.21985,0.50815,2.30204,26.933,149.172,156.036,38.402,1.38272,2,9.29389e-06
0,19.6703,11.9105,30.7837,3.05077,-0.207499,4.21548,19.0471,148.945,247.858,40.4231,0.464805,2,-9.29389e-06
0,10.0777,5.7432,4.84588,2.69969,1.09979,5.04204,77.9295,139.338,150.347,35.8773,2.85582,2,-9.29389e-06
0,10.5953,0.7603,10.8746,-1.75474,-3.921,-2.41071,24.7118,145.514,156.521,35.4144,1.22767,2,9.29389e-06
0,18.3199,4.67159,22.9884,-1.67635,1.97726,-0.407855,12.4421,168.968,191.95,38.1305,0.0406396,2,-9.29389e-06
0,37.0089,11.0319,33.1409,0.083555,-1.69163,1.49198,56.9733,169.003,211.178,44.6387,2.07298,2,-9.29389e-06
0,18.2576,3.86013,21.9588,1.47335,-2.93473,1.92437,54.3712,152.532,212.72,37.9318,0.316656,2,-9.29389e-06
0,27.3034,3.3355,30.0265,-1.98948,1.01078,-4.33997,75.7509,166.057,234.519,40.4767,0.650083,2,-9.29389e-06
0,9.66498,9.59039,19.2517,-2.79485,-3.24025,-3.02706,45.6599,148.908,178.534,36.9492,0.0390192,2,9.29389e-06
0,19.319,2.73542,16.5871,-1.8378,-3.39118,-3.51013,10.3331,146.614,155.786,37.8212,3.09464,2,-9.29389e-06
0,6.66258,3.60278,10.188,0.717445,2.17184,3.15226,21.3143,133.668,141.838,34.8317,0.257375,2,9.29389e-06
0,23.2613,17.0099,6.72343,2.03493,-0.526712,4.0875,12.3872,153.997,206.777,41.6261,3.01709,2,9.29389e-06
0,10.4687,2.943,12.1177,2.74311,2.59742,4.5755,78.0098,137.863,143.556,35.6142,1.08844,2,9.29389e-06
0,59.7483,9.26005,52.7845,1.33452,-3.69467,1.74089,12.8826,198.712,502.867,51.4855,2.47461,2,9.29389e-06
0,14.377,2.03832,14.0829,-1.15126,-5.53627,-3.56111,292.415,141.549,195.538,36.4732,1.78614,2,-9.29389e-06
0,27.8327,3.32717,30.7459,2.45119,1.66212,2.40371,51.2196,179.844,185.619,40.6484,0.53235,2,-9.29389e-06
0,127.416,11.9906,138.839,-0.669776,-0.951763,-0.567553,21.9996,316.241,330.176,81.7881,0.322681,2,-9.29389e-06
0,9.73266,8.89458,15.2343,3.35268,0.153144,2.40869,22.497,186.371,200.436,36.6715,1.22769,2,-9.29389e-06
0,3.58613,3.13847,4.11473,-2.75563,-1.72673,-4.51023,49.1671,134.412,140.004,34.1092,1.83045,2,9.29389e-06
0,126.477,50.5248,152.039,-0.398011,-3.09893,-1.11728,12.3424,330.079,546.681,93.5295,1.2054,2,-9.29389e-06
0,31.5459,23.6363,52.9567,2.73926,4.31212,2.21309,301.939,193.529,325.235,47.9269,0.576057,2,-9.29389e-06
0,22.0517,3.73398,25.4157,4.02609,0.870082,2.50244,51.2012,271.431,281.848,38.9973,0.484333,2,-9.29389e-06
0,14.2048,10.6538,24.7869,-3.156,-3.27642,-2.32005,62.9207,185.493,224.177,38.4888,0.15349,2,-9.29389e-06
0,2.9898,1.13156,3.65533,4.44455,-2.82494,4.48899,9.50008,162.9,197.819,33.8102,1.08786,2,-9.29389e-06
0,3.11965,2.52619,2.01313,0.840384,1.63096,4.62932,71.8521,130.691,136.125,33.9471,2.44218,2,9.29389e-06
0,2.41719,2.05295,4.14267,-4.89219,0.016107,-2.25699,10.9244,223.946,230.394,33.8167,0.773004,2,-9.29389e-06
0,102.625,12.3785,98.0706,0.0253327,-3.21773,-0.57369,40.7776,266.104,371.452,68.7013,2.00428,2,9.29389e-06
0,17.8854,5.15503,12.9359,-0.964769,2.74976,3.22713,183.685,183.984,203.566,37.7565,2.90185,2,-9.29389e-06
0,12.157,2.89532,14.8305,-0.0304771,-0.696641,-3.44192,63.66,150.607,157.917,36.0716,0.437407,2,9.29389e-06
0,14.7748,6.69162,21.4622,-1.78027,2.77096,-1.76751,11.3321,154.387,234.544,37.6016,0.0428842,2,-9.29389e-06
0,13.1156,5.62038,7.49724,2.15739,-0.866483,-4.19947,96.2062,275.716,283.03,36.5918,3.12134,2,-9.29389e-06
0,12.2536,10.8647,22.5772,0.101976,-1.32907,3.2151,43.0666,153.567,221.387,37.9737,0.43437,2,-9.29389e-06
0,39.3926,17.8402,50.8702,-1.29354,0.996482,-3.62755,20.9224,204.59,378.498,48.2578,1.03486,2,-9.29389e-06
0,18.6258,6.04206,14.2285,2.67845,-4.66389,-2.9048,80.0094,316.799,554.113,38.1424,2.5049,2,9.29389e-06
0,26.979,18.506,43.7241,1.09618,1.27359,0.0338797,417.223,172.584,202.436,44.714,0.568542,2,-9.29389e-06
0,14.4531,13.5853,27.9113,1.41425,-0.404972,4.04915,16.0576,152.481,242.812,39.3941,0.19059,2,-9.29389e-06
0,7.64601,5.14066,2.5066,-4.90888,-2.61086,-6.27379,30.8732,166.912,174.245,35.2057,3.12898,2,-9.29389e-06
0,107.072,10.1828,101.406,-0.365824,-3.10024,0.210582,28.7198,275.991,367.393,69.8239,2.20088,2,-9.29389e-06
0,21.9138,11.0537,31.0783,-2.69101,0.228678,-1.72,135.022,199.729,221.678,40.7894,0.722372,2,-9.29389e-06
0,30.6506,9.13394,39.7823,3.40963,3.33906,2.48184,66.8714,223.852,244.736,43.0966,0.0249141,2,-9.29389e-06
0,30.1558,9.80883,20.3708,-2.46609,-0.283928,-2.01756,11.1736,207.5,221.695,41.994,3.08434,2,9.29389e-06
0,6.26453,6.19159,11.9992,1.5514,3.84961,4.89823,60.3348,138.96,152.178,35.259,0.543396,2,9.29389e-06
0,29.5462,17.4494,18.5541,-1.1231,3.44403,4.7716,23.6942,465.608,521.972,43.5773,2.51164,2,-9.29389e-06
0,59.1978,6.79928,62.6515,1.94095,4.47422,1.49112,225.012,225.059,303.134,51.8486,1.08678,2,9.29389e-06
0,19.3077,6.36028,19.6972,1.23721,-3.06982,2.74267,69.3772,146.578,280.741,38.5559,1.67383,2,-9.29389e-06
0,13.5709,13.1967,0.902132,-3.83288,-1.16027,2.19919,96.0941,310.848,325.473,38.3238,3.08025,2,-9.29389e-06
0,15.5492,11.1058,9.90314,0.925034,-3.12358,-3.83425,57.3411,188.45,232.775,38.4036,2.45468,2,-9.29389e-06
0,7.53803,3.12421,8.59793,6.06862,5.17958,5.29946,101.635,212.967,225.208,34.9156,1.41428,2,-9.29389e-06
0,9.33778,3.63242,12.9629,4.59192,-1.89148,4.52301,15.1106,167.593,284.888,35.4791,0.0748988,2,-9.29389e-06
0,5.33713,1.95615,7.27019,-1.63086,5.88217,3.73677,151.407,159.969,276.964,34.3061,0.179706,2,-9.29389e-06
0,39.2745,1.7871,39.6804,-1.20015,4.18434,-2.47366,140.189,171.008,321.841,43.901,1.36382,2,-9.29389e-06
0,20.5925,10.462,11.0181,-2.03979,0.0602111,1.76646,123.923,204.473,216.589,39.5002,2.84531,2,-9.29389e-06
0,15.5529,0.76854,16.1446,2.61626,2.07057,3.62975,48.9574,149.233,157.027,36.7239,0.707814,2,-9.29389e-06
0,23.162,2.73247,22.561,2.2787,2.16396,5.11692,23.9354,164.123,178.188,38.9909,1.85051,2,9.29389e-06
0,20.9604,14.295,7.75112,-2.11151,2.46911,-3.85509,19.9716,154.05,349.111,40.4265,2.91253,2,9.29389e-06
0,30.7643,2.94401,31.5719,-1.01756,-2.29581,-4.35974,172.936,215.014,222.141,41.3685,1.33864,2,-9.29389e-06
0,33.1789,4.6074,37.4746,1.34549,0.784764,1.82832,20.5955,168.017,174.899,42.6216,0.394261,2,9.29389e-06
0,4.28128,3.72712,4.80571,-0.97464,3.23647,-4.72159,18.0268,133.3,270.151,34.3167,1.8608,2,-9.29389e-06
0,12.3472,7.48389,19.6607,3.30883,-0.367056,3.85585,35.6229,149.442,194.96,37.12,0.270676,2,-9.29389e-06
0,30.7577,19.5979,48.7532,-0.527234,-0.436442,-0.749157,62.6748,164.763,186.121,46.3485,0.519113,2,9.29389e-06
0,40.8425,10.7921,51.2308,-1.74813,-2.01788,-3.04385,15.8972,177.749,189.825,46.9783,0.308192,2,-9.29389e-06
0,32.3248,10.495,25.9449,-1.39464,-1.14921,-2.28688,13.5701,163.415,175.255,42.9407,2.36064,2,9.29389e-06
0,25.1908,9.70435,34.4479,0.556053,3.51932,-1.80159,36.1527,173.483,349.895,41.4986,0.358119,2,-9.29389e-06
0,6.60941,4.1576,8.76098,-2.86751,3.27876,-0.505652,66.7128,172.876,239.227,34.8834,1.27948,2,-9.29389e-06
0,11.1753,4.03597,9.00353,2.37621,1.96592,2.94011,113.579,155.332,163.186,35.8764,2.30015,2,9.29389e-06
0,38.3726,8.29834,45.8933,0.255241,-1.08473,-1.39455,17.0259,183.195,194.378,45.3204,0.480055,2,-9.29389e-06
0,43.05,10.9649,33.2169,-2.17725,-2.99569,-4.27756,29.0393,181.586,193.999,46.1285,2.74327,2,-9.29389e-06
0,7.51422,0.927173,7.67725,-1.36194,-3.62082,-4.78747,47.3194,136.689,141.374,34.6771,1.45449,2,9.29389e-06
0,9.26059,2.9489,11.1405,0.815535,4.49481,2.51377,12.244,136.034,198.896,35.3185,0.996834,2,-9.29389e-06
0,26.7077,3.5818,24.0219,1.9276,1.43828,1.5827,36.2132,181.546,187.645,40.0498,2.46416,2,9.29389e-06
0,18.1976,4.38675,15.4488,2.73304,5.61364,3.65456,25.2361,155.296,237.446,37.7647,2.34594,2,-9.29389e-06
0,29.3504,14.1429,29.7009,-1.07948,0.932283,-2.87727,40.9359,159.45,222.45,43.2629,1.78851,2,-9.29389e-06
0,37.3695,15.323,52.6787,2.58766,2.79129,1.74533,58.6315,216.836,249.764,47.3222,0.0504435,2,9.29389e-06
0,23.624,7.69368,23.6595,0.370463,-1.33247,2.66965,10.9348,156.725,193.111,40.0592,1.72968,2,-9.29389e-06
0,16.3432,6.34361,10.0035,-2.40069,-2.01784,-3.2205,34.3085,160.761,170.709,37.5492,3.11407,2,9.29389e-06
0,35.7199,8.72384,37.116,0.490574,-0.0034436,1.40881,23.5687,166.196,177.552,44.0648,1.52974,2,-9.29389e-06
0,4.29205,2.15123,6.44323,2.28602,4.38809,-1.25675,28.5117,147.021,213.056,34.1257,0.0084925,2,-9.29389e-06
0,17.8585,11.0539,13.7952,0.0974326,0.432827,-2.26584,13.7717,146.692,163,39.0401,2.25914,2,9.29389e-06
0,13.4041,12.6902,26.0938,0.12618,-1.90245,-3.81998,27.476,188.99,202.908,38.8377,0.0115987,2,-9.29389e-06
0,22.6939,10.4568,32.9669,0.940405,-3.3805,3.00226,33.016,157.662,504.004,40.9604,0.226813,2,9.29389e-06
0,23.5242,19.4558,37.3358,1.80961,2.85606,0.815569,132.446,179.987,262.736,43.6026,1.04168,2,-9.29389e-06
0,47.165,8.30118,55.3488,-2.30148,-1.30928,-3.96385,33.185,194.414,219.143,48.3934,0.182496,2,-9.29389e-06
0,25.2299,2.76709,23.2114,0.822229,0.844966,2.39467,27.7772,152.799,158.577,39.5325,2.42664,2,9.29389e-06
